candidate,party,office,district,town,votes,precinct
Dean Phillips,Democratic Party,President,,Portland,2,Portland Middle School
Cenk Uygur,Democratic Party,President,,Portland,2,Portland Middle School
Joe Biden,Democratic Party,President,,Portland,216,Portland Middle School
Uncommitted,Democratic Party,President,,Portland,25,Portland Middle School
Marianne Williamson,Democratic Party,President,,Preston,6,Preston Plains Middle School
Dean Phillips,Democratic Party,President,,Preston,2,Preston Plains Middle School
Cenk Uygur,Democratic Party,President,,Preston,2,Preston Plains Middle School
Joe Biden,Democratic Party,President,,Preston,70,Preston Plains Middle School
Uncommitted,Democratic Party,President,,Preston,12,Preston Plains Middle School
Marianne Williamson,Democratic Party,President,,Prospect,4,Community Center
Dean Phillips,Democratic Party,President,,Prospect,0,Community Center
Cenk Uygur,Democratic Party,President,,Prospect,0,Community Center
Joe Biden,Democratic Party,President,,Prospect,51,Community Center
Uncommitted,Democratic Party,President,,Prospect,2,Community Center
Marianne Williamson,Democratic Party,President,,Prospect,4,Prospect Firehouse
Dean Phillips,Democratic Party,President,,Prospect,0,Prospect Firehouse
Cenk Uygur,Democratic Party,President,,Prospect,0,Prospect Firehouse
Joe Biden,Democratic Party,President,,Prospect,25,Prospect Firehouse
Uncommitted,Democratic Party,President,,Prospect,5,Prospect Firehouse
Marianne Williamson,Democratic Party,President,,Putnam,1,Municipal Complex Town Hall
Marianne Williamson,Democratic Party,President,,Putnam,4,Municipal Complex Town Hall
Dean Phillips,Democratic Party,President,,Putnam,2,Municipal Complex Town Hall
Dean Phillips,Democratic Party,President,,Putnam,2,Municipal Complex Town Hall
Cenk Uygur,Democratic Party,President,,Putnam,1,Municipal Complex Town Hall
Cenk Uygur,Democratic Party,President,,Putnam,1,Municipal Complex Town Hall
Joe Biden,Democratic Party,President,,Putnam,28,Municipal Complex Town Hall
Joe Biden,Democratic Party,President,,Putnam,62,Municipal Complex Town Hall
Uncommitted,Democratic Party,President,,Putnam,9,Municipal Complex Town Hall
Uncommitted,Democratic Party,President,,Putnam,10,Municipal Complex Town Hall
Marianne Williamson,Democratic Party,President,,Redding,6,Redding Community Center
Dean Phillips,Democratic Party,President,,Redding,3,Redding Community Center
Cenk Uygur,Democratic Party,President,,Redding,3,Redding Community Center
Joe Biden,Democratic Party,President,,Redding,265,Redding Community Center
Uncommitted,Democratic Party,President,,Redding,23,Redding Community Center
Marianne Williamson,Democratic Party,President,,Ridgefield,1,East Ridge Middle School - 1
Dean Phillips,Democratic Party,President,,Ridgefield,0,East Ridge Middle School - 1
Cenk Uygur,Democratic Party,President,,Ridgefield,1,East Ridge Middle School - 1
Joe Biden,Democratic Party,President,,Ridgefield,191,East Ridge Middle School - 1
Uncommitted,Democratic Party,President,,Ridgefield,17,East Ridge Middle School - 1
Marianne Williamson,Democratic Party,President,,Ridgefield,4,Scotts Ridge Middle School - 2
Dean Phillips,Democratic Party,President,,Ridgefield,2,Scotts Ridge Middle School - 2
Cenk Uygur,Democratic Party,President,,Ridgefield,2,Scotts Ridge Middle School - 2
Joe Biden,Democratic Party,President,,Ridgefield,187,Scotts Ridge Middle School - 2
Uncommitted,Democratic Party,President,,Ridgefield,21,Scotts Ridge Middle School - 2
Marianne Williamson,Democratic Party,President,,Ridgefield,5,Yanity Gym - 3
Dean Phillips,Democratic Party,President,,Ridgefield,1,Yanity Gym - 3
Cenk Uygur,Democratic Party,President,,Ridgefield,0,Yanity Gym - 3
Joe Biden,Democratic Party,President,,Ridgefield,154,Yanity Gym - 3
Uncommitted,Democratic Party,President,,Ridgefield,12,Yanity Gym - 3
Marianne Williamson,Democratic Party,President,,Rocky Hill,3,Griswold Middle School
Dean Phillips,Democratic Party,President,,Rocky Hill,1,Griswold Middle School
Cenk Uygur,Democratic Party,President,,Rocky Hill,2,Griswold Middle School
Joe Biden,Democratic Party,President,,Rocky Hill,74,Griswold Middle School
Uncommitted,Democratic Party,President,,Rocky Hill,20,Griswold Middle School
Marianne Williamson,Democratic Party,President,,Rocky Hill,14,Moser School
Dean Phillips,Democratic Party,President,,Rocky Hill,1,Moser School
Cenk Uygur,Democratic Party,President,,Rocky Hill,3,Moser School
Joe Biden,Democratic Party,President,,Rocky Hill,126,Moser School
Uncommitted,Democratic Party,President,,Rocky Hill,13,Moser School
Marianne Williamson,Democratic Party,President,,Rocky Hill,5,West Hill School
Dean Phillips,Democratic Party,President,,Rocky Hill,2,West Hill School
Cenk Uygur,Democratic Party,President,,Rocky Hill,0,West Hill School
Joe Biden,Democratic Party,President,,Rocky Hill,127,West Hill School
Uncommitted,Democratic Party,President,,Rocky Hill,21,West Hill School
Marianne Williamson,Democratic Party,President,,Roxbury,2,Roxbury Town Hall
Dean Phillips,Democratic Party,President,,Roxbury,0,Roxbury Town Hall
Cenk Uygur,Democratic Party,President,,Roxbury,0,Roxbury Town Hall
Joe Biden,Democratic Party,President,,Roxbury,83,Roxbury Town Hall
Uncommitted,Democratic Party,President,,Roxbury,8,Roxbury Town Hall
Marianne Williamson,Democratic Party,President,,Salem,1,Salem Town Office Building Room 1
Dean Phillips,Democratic Party,President,,Salem,1,Salem Town Office Building Room 1
Cenk Uygur,Democratic Party,President,,Salem,0,Salem Town Office Building Room 1
Joe Biden,Democratic Party,President,,Salem,35,Salem Town Office Building Room 1
Uncommitted,Democratic Party,President,,Salem,5,Salem Town Office Building Room 1
Marianne Williamson,Democratic Party,President,,Salem,2,Salem Town Office Building Room 2
Dean Phillips,Democratic Party,President,,Salem,0,Salem Town Office Building Room 2
Cenk Uygur,Democratic Party,President,,Salem,0,Salem Town Office Building Room 2
Joe Biden,Democratic Party,President,,Salem,41,Salem Town Office Building Room 2
Uncommitted,Democratic Party,President,,Salem,8,Salem Town Office Building Room 2
Marianne Williamson,Democratic Party,President,,Salisbury,1,SALISBURY TOWN HALL
Dean Phillips,Democratic Party,President,,Salisbury,1,SALISBURY TOWN HALL
Cenk Uygur,Democratic Party,President,,Salisbury,0,SALISBURY TOWN HALL
Joe Biden,Democratic Party,President,,Salisbury,250,SALISBURY TOWN HALL
Uncommitted,Democratic Party,President,,Salisbury,13,SALISBURY TOWN HALL
Marianne Williamson,Democratic Party,President,,Scotland,0,Firehouse/community Center
Dean Phillips,Democratic Party,President,,Scotland,2,Firehouse/community Center
Cenk Uygur,Democratic Party,President,,Scotland,1,Firehouse/community Center
Joe Biden,Democratic Party,President,,Scotland,16,Firehouse/community Center
Uncommitted,Democratic Party,President,,Scotland,6,Firehouse/community Center
Marianne Williamson,Democratic Party,President,,Seymour,1,District 1 Community Center
Dean Phillips,Democratic Party,President,,Seymour,2,District 1 Community Center
Cenk Uygur,Democratic Party,President,,Seymour,0,District 1 Community Center
Joe Biden,Democratic Party,President,,Seymour,42,District 1 Community Center
Uncommitted,Democratic Party,President,,Seymour,10,District 1 Community Center
Marianne Williamson,Democratic Party,President,,Seymour,2,District 2 Bungay School
Dean Phillips,Democratic Party,President,,Seymour,1,District 2 Bungay School
Cenk Uygur,Democratic Party,President,,Seymour,1,District 2 Bungay School
Joe Biden,Democratic Party,President,,Seymour,28,District 2 Bungay School
Uncommitted,Democratic Party,President,,Seymour,9,District 2 Bungay School
Marianne Williamson,Democratic Party,President,,Seymour,2,District 3 Chatfield-Lopresti School
Dean Phillips,Democratic Party,President,,Seymour,0,District 3 Chatfield-Lopresti School
Cenk Uygur,Democratic Party,President,,Seymour,0,District 3 Chatfield-Lopresti School
Joe Biden,Democratic Party,President,,Seymour,34,District 3 Chatfield-Lopresti School
Uncommitted,Democratic Party,President,,Seymour,10,District 3 Chatfield-Lopresti School
Marianne Williamson,Democratic Party,President,,Sharon,0,Sharon Town Hall
Dean Phillips,Democratic Party,President,,Sharon,0,Sharon Town Hall
Cenk Uygur,Democratic Party,President,,Sharon,0,Sharon Town Hall
Joe Biden,Democratic Party,President,,Sharon,126,Sharon Town Hall
Uncommitted,Democratic Party,President,,Sharon,9,Sharon Town Hall
Marianne Williamson,Democratic Party,President,,Shelton,5,Elizabeth Shelton School
Dean Phillips,Democratic Party,President,,Shelton,1,Elizabeth Shelton School
Cenk Uygur,Democratic Party,President,,Shelton,1,Elizabeth Shelton School
Joe Biden,Democratic Party,President,,Shelton,64,Elizabeth Shelton School
Uncommitted,Democratic Party,President,,Shelton,11,Elizabeth Shelton School
Marianne Williamson,Democratic Party,President,,Shelton,3,Long Hill School
Dean Phillips,Democratic Party,President,,Shelton,0,Long Hill School
Cenk Uygur,Democratic Party,President,,Shelton,1,Long Hill School
Joe Biden,Democratic Party,President,,Shelton,138,Long Hill School
Uncommitted,Democratic Party,President,,Shelton,21,Long Hill School
Marianne Williamson,Democratic Party,President,,Shelton,2,Mohegan School
Dean Phillips,Democratic Party,President,,Shelton,0,Mohegan School
Cenk Uygur,Democratic Party,President,,Shelton,0,Mohegan School
Joe Biden,Democratic Party,President,,Shelton,92,Mohegan School
Uncommitted,Democratic Party,President,,Shelton,11,Mohegan School
Marianne Williamson,Democratic Party,President,,Shelton,10,Shelton Intermediate School
Dean Phillips,Democratic Party,President,,Shelton,1,Shelton Intermediate School
Cenk Uygur,Democratic Party,President,,Shelton,0,Shelton Intermediate School
Joe Biden,Democratic Party,President,,Shelton,200,Shelton Intermediate School
Uncommitted,Democratic Party,President,,Shelton,32,Shelton Intermediate School
Marianne Williamson,Democratic Party,President,,Sherman,1,Emerg Services Facility - Firehouse- Upper Level
Dean Phillips,Democratic Party,President,,Sherman,0,Emerg Services Facility - Firehouse- Upper Level
Cenk Uygur,Democratic Party,President,,Sherman,2,Emerg Services Facility - Firehouse- Upper Level
Joe Biden,Democratic Party,President,,Sherman,84,Emerg Services Facility - Firehouse- Upper Level
Uncommitted,Democratic Party,President,,Sherman,4,Emerg Services Facility - Firehouse- Upper Level
Marianne Williamson,Democratic Party,President,,Simsbury,4,Henry James Memorial School
Dean Phillips,Democratic Party,President,,Simsbury,2,Henry James Memorial School
Cenk Uygur,Democratic Party,President,,Simsbury,0,Henry James Memorial School
Joe Biden,Democratic Party,President,,Simsbury,232,Henry James Memorial School
Uncommitted,Democratic Party,President,,Simsbury,28,Henry James Memorial School
Marianne Williamson,Democratic Party,President,,Simsbury,3,Henry James Memorial School Temporary D 2
Dean Phillips,Democratic Party,President,,Simsbury,4,Henry James Memorial School Temporary D 2
Cenk Uygur,Democratic Party,President,,Simsbury,0,Henry James Memorial School Temporary D 2
Joe Biden,Democratic Party,President,,Simsbury,196,Henry James Memorial School Temporary D 2
Uncommitted,Democratic Party,President,,Simsbury,27,Henry James Memorial School Temporary D 2
Marianne Williamson,Democratic Party,President,,Simsbury,4,Tariffville School
Dean Phillips,Democratic Party,President,,Simsbury,1,Tariffville School
Cenk Uygur,Democratic Party,President,,Simsbury,0,Tariffville School
Joe Biden,Democratic Party,President,,Simsbury,110,Tariffville School
Uncommitted,Democratic Party,President,,Simsbury,13,Tariffville School
Marianne Williamson,Democratic Party,President,,Simsbury,1,Tootin Hill School
Dean Phillips,Democratic Party,President,,Simsbury,1,Tootin Hill School
Cenk Uygur,Democratic Party,President,,Simsbury,0,Tootin Hill School
Joe Biden,Democratic Party,President,,Simsbury,152,Tootin Hill School
Uncommitted,Democratic Party,President,,Simsbury,19,Tootin Hill School
Marianne Williamson,Democratic Party,President,,Somers,4,Town Hall
Dean Phillips,Democratic Party,President,,Somers,1,Town Hall
Cenk Uygur,Democratic Party,President,,Somers,0,Town Hall
Joe Biden,Democratic Party,President,,Somers,115,Town Hall
Uncommitted,Democratic Party,President,,Somers,16,Town Hall
Marianne Williamson,Democratic Party,President,,Southbury,4,Center Fire House District #1
Dean Phillips,Democratic Party,President,,Southbury,2,Center Fire House District #1
Cenk Uygur,Democratic Party,President,,Southbury,0,Center Fire House District #1
Joe Biden,Democratic Party,President,,Southbury,268,Center Fire House District #1
Uncommitted,Democratic Party,President,,Southbury,20,Center Fire House District #1
Marianne Williamson,Democratic Party,President,,Southbury,0,Southbury Community Building District #3
Dean Phillips,Democratic Party,President,,Southbury,0,Southbury Community Building District #3
Cenk Uygur,Democratic Party,President,,Southbury,2,Southbury Community Building District #3
Joe Biden,Democratic Party,President,,Southbury,43,Southbury Community Building District #3
Uncommitted,Democratic Party,President,,Southbury,4,Southbury Community Building District #3
Marianne Williamson,Democratic Party,President,,Southbury,4,Southbury Public Library District #2
Dean Phillips,Democratic Party,President,,Southbury,1,Southbury Public Library District #2
Cenk Uygur,Democratic Party,President,,Southbury,3,Southbury Public Library District #2
Joe Biden,Democratic Party,President,,Southbury,229,Southbury Public Library District #2
Uncommitted,Democratic Party,President,,Southbury,20,Southbury Public Library District #2
Marianne Williamson,Democratic Party,President,,Southington,1,Depaolo Middle School
Dean Phillips,Democratic Party,President,,Southington,2,Depaolo Middle School
Cenk Uygur,Democratic Party,President,,Southington,1,Depaolo Middle School
Joe Biden,Democratic Party,President,,Southington,47,Depaolo Middle School
Uncommitted,Democratic Party,President,,Southington,5,Depaolo Middle School
Marianne Williamson,Democratic Party,President,,Southington,3,Derynoski School
Dean Phillips,Democratic Party,President,,Southington,1,Derynoski School
Cenk Uygur,Democratic Party,President,,Southington,1,Derynoski School
Joe Biden,Democratic Party,President,,Southington,88,Derynoski School
Uncommitted,Democratic Party,President,,Southington,9,Derynoski School
Marianne Williamson,Democratic Party,President,,Southington,1,Hatton School
Dean Phillips,Democratic Party,President,,Southington,0,Hatton School
Cenk Uygur,Democratic Party,President,,Southington,0,Hatton School
Joe Biden,Democratic Party,President,,Southington,32,Hatton School
Uncommitted,Democratic Party,President,,Southington,6,Hatton School
