candidate,party,office,district,town,votes,precinct
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Branford,125,Branford High School
Dita Bhargava,DEM,Treasurer,,Branford,155,Branford High School
Shawn Wooden,DEM,Treasurer,,Branford,194,Branford High School
Paul R Doyle,DEM,Attorney General,,Branford,45,Branford High School
Chris Mattei,DEM,Attorney General,,Branford,110,Branford High School
William Tong,DEM,Attorney General,,Branford,197,Branford High School
Joe Ganim,DEM,Governor,,Branford,48,Indian Neck School
Ned Lamont,DEM,Governor,,Branford,374,Indian Neck School
Susan Bysiewicz,DEM,Lieutenant Governor,,Branford,256,Indian Neck School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Branford,169,Indian Neck School
Dita Bhargava,DEM,Treasurer,,Branford,193,Indian Neck School
Shawn Wooden,DEM,Treasurer,,Branford,219,Indian Neck School
Paul R Doyle,DEM,Attorney General,,Branford,29,Indian Neck School
Chris Mattei,DEM,Attorney General,,Branford,139,Indian Neck School
William Tong,DEM,Attorney General,,Branford,238,Indian Neck School
Joe Ganim,DEM,Governor,,Branford,21,Mary R. Tisko School
Ned Lamont,DEM,Governor,,Branford,201,Mary R. Tisko School
Susan Bysiewicz,DEM,Lieutenant Governor,,Branford,140,Mary R. Tisko School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Branford,82,Mary R. Tisko School
Dita Bhargava,DEM,Treasurer,,Branford,88,Mary R. Tisko School
Shawn Wooden,DEM,Treasurer,,Branford,130,Mary R. Tisko School
Paul R Doyle,DEM,Attorney General,,Branford,15,Mary R. Tisko School
Chris Mattei,DEM,Attorney General,,Branford,84,Mary R. Tisko School
William Tong,DEM,Attorney General,,Branford,121,Mary R. Tisko School
Joe Ganim,DEM,Governor,,Branford,51,Mary T. Murphy School
Ned Lamont,DEM,Governor,,Branford,209,Mary T. Murphy School
Susan Bysiewicz,DEM,Lieutenant Governor,,Branford,172,Mary T. Murphy School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Branford,87,Mary T. Murphy School
Dita Bhargava,DEM,Treasurer,,Branford,102,Mary T. Murphy School
Shawn Wooden,DEM,Treasurer,,Branford,149,Mary T. Murphy School
Paul R Doyle,DEM,Attorney General,,Branford,18,Mary T. Murphy School
Chris Mattei,DEM,Attorney General,,Branford,108,Mary T. Murphy School
William Tong,DEM,Attorney General,,Branford,129,Mary T. Murphy School
Joe Ganim,DEM,Governor,,Branford,46,Orchard House
Ned Lamont,DEM,Governor,,Branford,319,Orchard House
Susan Bysiewicz,DEM,Lieutenant Governor,,Branford,222,Orchard House
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Branford,144,Orchard House
Dita Bhargava,DEM,Treasurer,,Branford,151,Orchard House
Shawn Wooden,DEM,Treasurer,,Branford,206,Orchard House
Paul R Doyle,DEM,Attorney General,,Branford,27,Orchard House
Chris Mattei,DEM,Attorney General,,Branford,113,Orchard House
William Tong,DEM,Attorney General,,Branford,219,Orchard House
Joe Ganim,DEM,Governor,,Branford,46,St. Therese Church Hall
Ned Lamont,DEM,Governor,,Branford,256,St. Therese Church Hall
Susan Bysiewicz,DEM,Lieutenant Governor,,Branford,185,St. Therese Church Hall
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Branford,118,St. Therese Church Hall
Dita Bhargava,DEM,Treasurer,,Branford,127,St. Therese Church Hall
Shawn Wooden,DEM,Treasurer,,Branford,166,St. Therese Church Hall
Paul R Doyle,DEM,Attorney General,,Branford,27,St. Therese Church Hall
Chris Mattei,DEM,Attorney General,,Branford,104,St. Therese Church Hall
William Tong,DEM,Attorney General,,Branford,167,St. Therese Church Hall
Joe Ganim,DEM,Governor,,Bridgeport,178,Barnum School
Ned Lamont,DEM,Governor,,Bridgeport,83,Barnum School
Susan Bysiewicz,DEM,Lieutenant Governor,,Bridgeport,73,Barnum School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Bridgeport,121,Barnum School
Dennis Bradley,DEM,State Senate,23,Bridgeport,193,Barnum School
Aaron Turner,DEM,State Senate,23,Bridgeport,98,Barnum School
Dita Bhargava,DEM,Treasurer,,Bridgeport,89,Barnum School
Shawn Wooden,DEM,Treasurer,,Bridgeport,103,Barnum School
Paul R Doyle,DEM,Attorney General,,Bridgeport,99,Barnum School
Chris Mattei,DEM,Attorney General,,Bridgeport,20,Barnum School
William Tong,DEM,Attorney General,,Bridgeport,89,Barnum School
Joe Ganim,DEM,Governor,,Bridgeport,77,Bassick High School
Joe Ganim,DEM,Governor,,Bridgeport,168,Bassick High School
Ned Lamont,DEM,Governor,,Bridgeport,32,Bassick High School
Ned Lamont,DEM,Governor,,Bridgeport,73,Bassick High School
Susan Bysiewicz,DEM,Lieutenant Governor,,Bridgeport,38,Bassick High School
Susan Bysiewicz,DEM,Lieutenant Governor,,Bridgeport,72,Bassick High School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Bridgeport,55,Bassick High School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Bridgeport,120,Bassick High School
Dennis Bradley,DEM,State Senate,23,Bridgeport,141,Bassick High School
Aaron Turner,DEM,State Senate,23,Bridgeport,101,Bassick High School
Dita Bhargava,DEM,Treasurer,,Bridgeport,54,Bassick High School
Dita Bhargava,DEM,Treasurer,,Bridgeport,104,Bassick High School
Shawn Wooden,DEM,Treasurer,,Bridgeport,42,Bassick High School
Shawn Wooden,DEM,Treasurer,,Bridgeport,94,Bassick High School
Paul R Doyle,DEM,Attorney General,,Bridgeport,57,Bassick High School
Paul R Doyle,DEM,Attorney General,,Bridgeport,90,Bassick High School
Chris Mattei,DEM,Attorney General,,Bridgeport,13,Bassick High School
Chris Mattei,DEM,Attorney General,,Bridgeport,21,Bassick High School
William Tong,DEM,Attorney General,,Bridgeport,30,Bassick High School
William Tong,DEM,Attorney General,,Bridgeport,86,Bassick High School
Joe Ganim,DEM,Governor,,Bridgeport,53,Beardsley School
Joe Ganim,DEM,Governor,,Bridgeport,55,Beardsley School
Ned Lamont,DEM,Governor,,Bridgeport,27,Beardsley School
Ned Lamont,DEM,Governor,,Bridgeport,35,Beardsley School
Susan Bysiewicz,DEM,Lieutenant Governor,,Bridgeport,26,Beardsley School
Susan Bysiewicz,DEM,Lieutenant Governor,,Bridgeport,27,Beardsley School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Bridgeport,47,Beardsley School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Bridgeport,49,Beardsley School
Dennis Bradley,DEM,State Senate,23,Bridgeport,47,Beardsley School
Dennis Bradley,DEM,State Senate,23,Bridgeport,50,Beardsley School
Aaron Turner,DEM,State Senate,23,Bridgeport,28,Beardsley School
Aaron Turner,DEM,State Senate,23,Bridgeport,40,Beardsley School
Shante Hanks,DEM,State Representative,26,Bridgeport,29,Beardsley School
Charlie Stallworth,DEM,State Representative,26,Bridgeport,48,Beardsley School
Dita Bhargava,DEM,Treasurer,,Bridgeport,37,Beardsley School
Dita Bhargava,DEM,Treasurer,,Bridgeport,47,Beardsley School
Shawn Wooden,DEM,Treasurer,,Bridgeport,26,Beardsley School
Shawn Wooden,DEM,Treasurer,,Bridgeport,36,Beardsley School
Paul R Doyle,DEM,Attorney General,,Bridgeport,32,Beardsley School
Paul R Doyle,DEM,Attorney General,,Bridgeport,38,Beardsley School
Chris Mattei,DEM,Attorney General,,Bridgeport,3,Beardsley School
Chris Mattei,DEM,Attorney General,,Bridgeport,9,Beardsley School
William Tong,DEM,Attorney General,,Bridgeport,32,Beardsley School
William Tong,DEM,Attorney General,,Bridgeport,36,Beardsley School
Joe Ganim,DEM,Governor,,Bridgeport,173,Black Rock School
Ned Lamont,DEM,Governor,,Bridgeport,531,Black Rock School
Susan Bysiewicz,DEM,Lieutenant Governor,,Bridgeport,404,Black Rock School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Bridgeport,250,Black Rock School
Dita Bhargava,DEM,Treasurer,,Bridgeport,292,Black Rock School
Shawn Wooden,DEM,Treasurer,,Bridgeport,362,Black Rock School
Paul R Doyle,DEM,Attorney General,,Bridgeport,81,Black Rock School
Chris Mattei,DEM,Attorney General,,Bridgeport,109,Black Rock School
William Tong,DEM,Attorney General,,Bridgeport,492,Black Rock School
Joe Ganim,DEM,Governor,,Bridgeport,456,Blackham School
Ned Lamont,DEM,Governor,,Bridgeport,372,Blackham School
Susan Bysiewicz,DEM,Lieutenant Governor,,Bridgeport,357,Blackham School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Bridgeport,385,Blackham School
Dita Bhargava,DEM,Treasurer,,Bridgeport,372,Blackham School
Shawn Wooden,DEM,Treasurer,,Bridgeport,392,Blackham School
Paul R Doyle,DEM,Attorney General,,Bridgeport,307,Blackham School
Chris Mattei,DEM,Attorney General,,Bridgeport,88,Blackham School
William Tong,DEM,Attorney General,,Bridgeport,380,Blackham School
Joe Ganim,DEM,Governor,,Bridgeport,174,Cesar Batalla School
Ned Lamont,DEM,Governor,,Bridgeport,115,Cesar Batalla School
Susan Bysiewicz,DEM,Lieutenant Governor,,Bridgeport,92,Cesar Batalla School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Bridgeport,169,Cesar Batalla School
Dennis Bradley,DEM,State Senate,23,Bridgeport,177,Cesar Batalla School
Aaron Turner,DEM,State Senate,23,Bridgeport,125,Cesar Batalla School
Dita Bhargava,DEM,Treasurer,,Bridgeport,108,Cesar Batalla School
Shawn Wooden,DEM,Treasurer,,Bridgeport,141,Cesar Batalla School
Paul R Doyle,DEM,Attorney General,,Bridgeport,79,Cesar Batalla School
Chris Mattei,DEM,Attorney General,,Bridgeport,25,Cesar Batalla School
William Tong,DEM,Attorney General,,Bridgeport,142,Cesar Batalla School
Joe Ganim,DEM,Governor,,Bridgeport,115,City Hall
Ned Lamont,DEM,Governor,,Bridgeport,92,City Hall
Susan Bysiewicz,DEM,Lieutenant Governor,,Bridgeport,72,City Hall
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Bridgeport,96,City Hall
Dennis Bradley,DEM,State Senate,23,Bridgeport,138,City Hall
Aaron Turner,DEM,State Senate,23,Bridgeport,75,City Hall
Dita Bhargava,DEM,Treasurer,,Bridgeport,79,City Hall
Shawn Wooden,DEM,Treasurer,,Bridgeport,81,City Hall
Paul R Doyle,DEM,Attorney General,,Bridgeport,66,City Hall
Chris Mattei,DEM,Attorney General,,Bridgeport,25,City Hall
William Tong,DEM,Attorney General,,Bridgeport,86,City Hall
Joe Ganim,DEM,Governor,,Bridgeport,317,Dunbar School
Ned Lamont,DEM,Governor,,Bridgeport,180,Dunbar School
Susan Bysiewicz,DEM,Lieutenant Governor,,Bridgeport,175,Dunbar School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Bridgeport,249,Dunbar School
Dennis Bradley,DEM,State Senate,23,Bridgeport,301,Dunbar School
Aaron Turner,DEM,State Senate,23,Bridgeport,212,Dunbar School
Dita Bhargava,DEM,Treasurer,,Bridgeport,174,Dunbar School
Shawn Wooden,DEM,Treasurer,,Bridgeport,251,Dunbar School
Paul R Doyle,DEM,Attorney General,,Bridgeport,166,Dunbar School
Chris Mattei,DEM,Attorney General,,Bridgeport,36,Dunbar School
William Tong,DEM,Attorney General,,Bridgeport,233,Dunbar School
Joe Ganim,DEM,Governor,,Bridgeport,227,Geraldine Johnson School
Ned Lamont,DEM,Governor,,Bridgeport,121,Geraldine Johnson School
Susan Bysiewicz,DEM,Lieutenant Governor,,Bridgeport,114,Geraldine Johnson School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Bridgeport,184,Geraldine Johnson School
Dennis Bradley,DEM,State Senate,23,Bridgeport,206,Geraldine Johnson School
Aaron Turner,DEM,State Senate,23,Bridgeport,142,Geraldine Johnson School
Dita Bhargava,DEM,Treasurer,,Bridgeport,142,Geraldine Johnson School
Shawn Wooden,DEM,Treasurer,,Bridgeport,168,Geraldine Johnson School
Paul R Doyle,DEM,Attorney General,,Bridgeport,144,Geraldine Johnson School
Chris Mattei,DEM,Attorney General,,Bridgeport,40,Geraldine Johnson School
William Tong,DEM,Attorney General,,Bridgeport,133,Geraldine Johnson School
Joe Ganim,DEM,Governor,,Bridgeport,259,Hallen School
Ned Lamont,DEM,Governor,,Bridgeport,147,Hallen School
Susan Bysiewicz,DEM,Lieutenant Governor,,Bridgeport,143,Hallen School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Bridgeport,215,Hallen School
Dennis Bradley,DEM,State Senate,23,Bridgeport,195,Hallen School
Aaron Turner,DEM,State Senate,23,Bridgeport,192,Hallen School
Shante Hanks,DEM,State Representative,26,Bridgeport,165,Hallen School
Charlie Stallworth,DEM,State Representative,26,Bridgeport,224,Hallen School
Dita Bhargava,DEM,Treasurer,,Bridgeport,174,Hallen School
Shawn Wooden,DEM,Treasurer,,Bridgeport,184,Hallen School
Paul R Doyle,DEM,Attorney General,,Bridgeport,166,Hallen School
Chris Mattei,DEM,Attorney General,,Bridgeport,36,Hallen School
William Tong,DEM,Attorney General,,Bridgeport,166,Hallen School
Joe Ganim,DEM,Governor,,Bridgeport,263,Harding High School
Ned Lamont,DEM,Governor,,Bridgeport,96,Harding High School
Susan Bysiewicz,DEM,Lieutenant Governor,,Bridgeport,102,Harding High School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Bridgeport,193,Harding High School
Dennis Bradley,DEM,State Senate,23,Bridgeport,222,Harding High School
Aaron Turner,DEM,State Senate,23,Bridgeport,160,Harding High School
Dita Bhargava,DEM,Treasurer,,Bridgeport,153,Harding High School
Shawn Wooden,DEM,Treasurer,,Bridgeport,155,Harding High School
Paul R Doyle,DEM,Attorney General,,Bridgeport,141,Harding High School
Chris Mattei,DEM,Attorney General,,Bridgeport,29,Harding High School
William Tong,DEM,Attorney General,,Bridgeport,136,Harding High School
Joe Ganim,DEM,Governor,,Bridgeport,396,John F. Kennedy Campus
Ned Lamont,DEM,Governor,,Bridgeport,199,John F. Kennedy Campus
Susan Bysiewicz,DEM,Lieutenant Governor,,Bridgeport,189,John F. Kennedy Campus
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Bridgeport,298,John F. Kennedy Campus
Dennis Bradley,DEM,State Senate,23,Bridgeport,323,John F. Kennedy Campus
Aaron Turner,DEM,State Senate,23,Bridgeport,310,John F. Kennedy Campus
Dita Bhargava,DEM,Treasurer,,Bridgeport,248,John F. Kennedy Campus
Shawn Wooden,DEM,Treasurer,,Bridgeport,251,John F. Kennedy Campus
Paul R Doyle,DEM,Attorney General,,Bridgeport,274,John F. Kennedy Campus
Chris Mattei,DEM,Attorney General,,Bridgeport,39,John F. Kennedy Campus
William Tong,DEM,Attorney General,,Bridgeport,196,John F. Kennedy Campus
Joe Ganim,DEM,Governor,,Bridgeport,271,John Winthrop School
Ned Lamont,DEM,Governor,,Bridgeport,312,John Winthrop School
Susan Bysiewicz,DEM,Lieutenant Governor,,Bridgeport,274,John Winthrop School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Bridgeport,259,John Winthrop School
Dita Bhargava,DEM,Treasurer,,Bridgeport,254,John Winthrop School
Shawn Wooden,DEM,Treasurer,,Bridgeport,278,John Winthrop School
Paul R Doyle,DEM,Attorney General,,Bridgeport,188,John Winthrop School
Chris Mattei,DEM,Attorney General,,Bridgeport,86,John Winthrop School
William Tong,DEM,Attorney General,,Bridgeport,272,John Winthrop School
Joe Ganim,DEM,Governor,,Bridgeport,349,Luis Munoz Marin School
Ned Lamont,DEM,Governor,,Bridgeport,94,Luis Munoz Marin School
Susan Bysiewicz,DEM,Lieutenant Governor,,Bridgeport,92,Luis Munoz Marin School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Bridgeport,216,Luis Munoz Marin School
Dennis Bradley,DEM,State Senate,23,Bridgeport,348,Luis Munoz Marin School
Aaron Turner,DEM,State Senate,23,Bridgeport,122,Luis Munoz Marin School
Dita Bhargava,DEM,Treasurer,,Bridgeport,154,Luis Munoz Marin School
Shawn Wooden,DEM,Treasurer,,Bridgeport,182,Luis Munoz Marin School
Paul R Doyle,DEM,Attorney General,,Bridgeport,199,Luis Munoz Marin School
Chris Mattei,DEM,Attorney General,,Bridgeport,42,Luis Munoz Marin School
William Tong,DEM,Attorney General,,Bridgeport,121,Luis Munoz Marin School
Joe Ganim,DEM,Governor,,Bridgeport,53,Madison School
Joe Ganim,DEM,Governor,,Bridgeport,152,Madison School
Ned Lamont,DEM,Governor,,Bridgeport,57,Madison School
Ned Lamont,DEM,Governor,,Bridgeport,209,Madison School
Susan Bysiewicz,DEM,Lieutenant Governor,,Bridgeport,41,Madison School
Susan Bysiewicz,DEM,Lieutenant Governor,,Bridgeport,169,Madison School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Bridgeport,49,Madison School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Bridgeport,185,Madison School
Dennis Bradley,DEM,State Senate,23,Bridgeport,56,Madison School
Aaron Turner,DEM,State Senate,23,Bridgeport,47,Madison School
Dita Bhargava,DEM,Treasurer,,Bridgeport,46,Madison School
Dita Bhargava,DEM,Treasurer,,Bridgeport,179,Madison School
Shawn Wooden,DEM,Treasurer,,Bridgeport,51,Madison School
Shawn Wooden,DEM,Treasurer,,Bridgeport,166,Madison School
Paul R Doyle,DEM,Attorney General,,Bridgeport,32,Madison School
Paul R Doyle,DEM,Attorney General,,Bridgeport,104,Madison School
Chris Mattei,DEM,Attorney General,,Bridgeport,12,Madison School
Chris Mattei,DEM,Attorney General,,Bridgeport,64,Madison School
William Tong,DEM,Attorney General,,Bridgeport,52,Madison School
William Tong,DEM,Attorney General,,Bridgeport,188,Madison School
Joe Ganim,DEM,Governor,,Bridgeport,213,Park City Magnet School
Ned Lamont,DEM,Governor,,Bridgeport,211,Park City Magnet School
Susan Bysiewicz,DEM,Lieutenant Governor,,Bridgeport,205,Park City Magnet School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Bridgeport,185,Park City Magnet School
Shante Hanks,DEM,State Representative,26,Bridgeport,234,Park City Magnet School
Charlie Stallworth,DEM,State Representative,26,Bridgeport,184,Park City Magnet School
Dita Bhargava,DEM,Treasurer,,Bridgeport,189,Park City Magnet School
Shawn Wooden,DEM,Treasurer,,Bridgeport,199,Park City Magnet School
Paul R Doyle,DEM,Attorney General,,Bridgeport,133,Park City Magnet School
Chris Mattei,DEM,Attorney General,,Bridgeport,43,Park City Magnet School
William Tong,DEM,Attorney General,,Bridgeport,213,Park City Magnet School
Joe Ganim,DEM,Governor,,Bridgeport,19,Read Middle School
Joe Ganim,DEM,Governor,,Bridgeport,93,Read Middle School
Ned Lamont,DEM,Governor,,Bridgeport,9,Read Middle School
Ned Lamont,DEM,Governor,,Bridgeport,49,Read Middle School
Susan Bysiewicz,DEM,Lieutenant Governor,,Bridgeport,8,Read Middle School
Susan Bysiewicz,DEM,Lieutenant Governor,,Bridgeport,46,Read Middle School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Bridgeport,18,Read Middle School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Bridgeport,84,Read Middle School
Dennis Bradley,DEM,State Senate,23,Bridgeport,13,Read Middle School
Dennis Bradley,DEM,State Senate,23,Bridgeport,68,Read Middle School
Aaron Turner,DEM,State Senate,23,Bridgeport,15,Read Middle School
Aaron Turner,DEM,State Senate,23,Bridgeport,66,Read Middle School
Shante Hanks,DEM,State Representative,26,Bridgeport,62,Read Middle School
Charlie Stallworth,DEM,State Representative,26,Bridgeport,77,Read Middle School
Dita Bhargava,DEM,Treasurer,,Bridgeport,17,Read Middle School
Dita Bhargava,DEM,Treasurer,,Bridgeport,78,Read Middle School
Shawn Wooden,DEM,Treasurer,,Bridgeport,8,Read Middle School
Shawn Wooden,DEM,Treasurer,,Bridgeport,53,Read Middle School
Paul R Doyle,DEM,Attorney General,,Bridgeport,14,Read Middle School
Paul R Doyle,DEM,Attorney General,,Bridgeport,62,Read Middle School
Chris Mattei,DEM,Attorney General,,Bridgeport,2,Read Middle School
Chris Mattei,DEM,Attorney General,,Bridgeport,17,Read Middle School
William Tong,DEM,Attorney General,,Bridgeport,10,Read Middle School
William Tong,DEM,Attorney General,,Bridgeport,56,Read Middle School
Joe Ganim,DEM,Governor,,Bridgeport,209,The Aquaculture Center
Ned Lamont,DEM,Governor,,Bridgeport,108,The Aquaculture Center
Susan Bysiewicz,DEM,Lieutenant Governor,,Bridgeport,100,The Aquaculture Center
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Bridgeport,188,The Aquaculture Center
Dita Bhargava,DEM,Treasurer,,Bridgeport,155,The Aquaculture Center
Shawn Wooden,DEM,Treasurer,,Bridgeport,128,The Aquaculture Center
Paul R Doyle,DEM,Attorney General,,Bridgeport,165,The Aquaculture Center
Chris Mattei,DEM,Attorney General,,Bridgeport,27,The Aquaculture Center
William Tong,DEM,Attorney General,,Bridgeport,102,The Aquaculture Center
Joe Ganim,DEM,Governor,,Bridgeport,307,Thomas Hooker School
Ned Lamont,DEM,Governor,,Bridgeport,350,Thomas Hooker School
Susan Bysiewicz,DEM,Lieutenant Governor,,Bridgeport,336,Thomas Hooker School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Bridgeport,237,Thomas Hooker School
Dennis Bradley,DEM,State Senate,23,Bridgeport,249,Thomas Hooker School
Aaron Turner,DEM,State Senate,23,Bridgeport,397,Thomas Hooker School
Shante Hanks,DEM,State Representative,26,Bridgeport,224,Thomas Hooker School
Charlie Stallworth,DEM,State Representative,26,Bridgeport,303,Thomas Hooker School
Dita Bhargava,DEM,Treasurer,,Bridgeport,324,Thomas Hooker School
Shawn Wooden,DEM,Treasurer,,Bridgeport,258,Thomas Hooker School
Paul R Doyle,DEM,Attorney General,,Bridgeport,272,Thomas Hooker School
Chris Mattei,DEM,Attorney General,,Bridgeport,96,Thomas Hooker School
William Tong,DEM,Attorney General,,Bridgeport,233,Thomas Hooker School
Joe Ganim,DEM,Governor,,Bridgeport,432,Wilbur Cross School
Ned Lamont,DEM,Governor,,Bridgeport,201,Wilbur Cross School
Susan Bysiewicz,DEM,Lieutenant Governor,,Bridgeport,198,Wilbur Cross School
