candidate,party,office,district,town,votes,precinct
Denise W Merrill,Working Families Party,Secretary of the State,,Woodbridge,80,Center School 1
Susan Chapman,Independent Party,Secretary of the State,,Woodbridge,45,Center School 1
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Woodbridge,44,Center School 1
S Michael DeRosa,Green Party,Secretary of the State,,Woodbridge,35,Center School 1
Denise W Merrill,Democratic Party,Secretary of the State,,Woodbridge,425,Center School 2
Susan Chapman,Republican Party,Secretary of the State,,Woodbridge,303,Center School 2
Denise W Merrill,Working Families Party,Secretary of the State,,Woodbridge,16,Center School 2
Susan Chapman,Independent Party,Secretary of the State,,Woodbridge,5,Center School 2
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Woodbridge,2,Center School 2
S Michael DeRosa,Green Party,Secretary of the State,,Woodbridge,7,Center School 2
Denise W Merrill,Democratic Party,Secretary of the State,,Woodbury,2069,Senior/ Community Center - O&G Room
Susan Chapman,Republican Party,Secretary of the State,,Woodbury,2387,Senior/ Community Center - O&G Room
Denise W Merrill,Working Families Party,Secretary of the State,,Woodbury,67,Senior/ Community Center - O&G Room
Susan Chapman,Independent Party,Secretary of the State,,Woodbury,70,Senior/ Community Center - O&G Room
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Woodbury,34,Senior/ Community Center - O&G Room
S Michael DeRosa,Green Party,Secretary of the State,,Woodbury,33,Senior/ Community Center - O&G Room
Denise W Merrill,Democratic Party,Secretary of the State,,Woodbury,212,Senior/ Community Center -- Activity Room
Susan Chapman,Republican Party,Secretary of the State,,Woodbury,292,Senior/ Community Center -- Activity Room
Denise W Merrill,Working Families Party,Secretary of the State,,Woodbury,8,Senior/ Community Center -- Activity Room
Susan Chapman,Independent Party,Secretary of the State,,Woodbury,1,Senior/ Community Center -- Activity Room
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Woodbury,1,Senior/ Community Center -- Activity Room
S Michael DeRosa,Green Party,Secretary of the State,,Woodbury,2,Senior/ Community Center -- Activity Room
Denise W Merrill,Democratic Party,Secretary of the State,,Woodstock,1632,Woodstock Town Hall
Susan Chapman,Republican Party,Secretary of the State,,Woodstock,1832,Woodstock Town Hall
Denise W Merrill,Working Families Party,Secretary of the State,,Woodstock,66,Woodstock Town Hall
Susan Chapman,Independent Party,Secretary of the State,,Woodstock,64,Woodstock Town Hall
Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,,Woodstock,42,Woodstock Town Hall
S Michael DeRosa,Green Party,Secretary of the State,,Woodstock,30,Woodstock Town Hall
Matthew Ritter,Democratic Party,State Representative,1,Hartford,1162,Grace Lutheran Church
Matthew Ritter,Democratic Party,State Representative,1,Hartford,1162,Grace Lutheran Church
Matthew Ritter,Democratic Party,State Representative,1,Hartford,805,Hartford Seminary
Matthew Ritter,Democratic Party,State Representative,1,Hartford,805,Hartford Seminary
Matthew Ritter,Democratic Party,State Representative,1,Hartford,63,Liberty Christian Center-Formerly Horace Bushnell
Matthew Ritter,Democratic Party,State Representative,1,Hartford,1259,Liberty Christian Center-Formerly Horace Bushnell
Matthew Ritter,Democratic Party,State Representative,1,Hartford,63,Liberty Christian Center-Formerly Horace Bushnell
Matthew Ritter,Democratic Party,State Representative,1,Hartford,1259,Liberty Christian Center-Formerly Horace Bushnell
Matthew Ritter,Democratic Party,State Representative,1,Hartford,63,Liberty Christian Center-Formerly Horace Bushnell
Matthew Ritter,Democratic Party,State Representative,1,Hartford,1130,United Methodist Church
Matthew Ritter,Democratic Party,State Representative,1,Hartford,1130,United Methodist Church
Raghib Allie-Brennan,Democratic Party,State Representative,2,Bethel,1116,Bethel Municipal Center 4
William Duff,Republican Party,State Representative,2,Bethel,924,Bethel Municipal Center 4
Raghib Allie-Brennan,Working Families Party,State Representative,2,Bethel,65,Bethel Municipal Center 4
William Duff,Independent Party,State Representative,2,Bethel,64,Bethel Municipal Center 4
Raghib Allie-Brennan,Democratic Party,State Representative,2,Bethel,1426,Frank A. Berry School - 3
William Duff,Republican Party,State Representative,2,Bethel,1395,Frank A. Berry School - 3
Raghib Allie-Brennan,Working Families Party,State Representative,2,Bethel,79,Frank A. Berry School - 3
William Duff,Independent Party,State Representative,2,Bethel,64,Frank A. Berry School - 3
Raghib Allie-Brennan,Democratic Party,State Representative,2,Bethel,162,Frank A. Berry School - 5
William Duff,Republican Party,State Representative,2,Bethel,206,Frank A. Berry School - 5
Raghib Allie-Brennan,Working Families Party,State Representative,2,Bethel,17,Frank A. Berry School - 5
William Duff,Independent Party,State Representative,2,Bethel,6,Frank A. Berry School - 5
Raghib Allie-Brennan,Democratic Party,State Representative,2,Danbury,726,Park Avenue School Gym
William Duff,Republican Party,State Representative,2,Danbury,663,Park Avenue School Gym
Raghib Allie-Brennan,Working Families Party,State Representative,2,Danbury,29,Park Avenue School Gym
William Duff,Independent Party,State Representative,2,Danbury,29,Park Avenue School Gym
Raghib Allie-Brennan,Democratic Party,State Representative,2,Danbury,557,War Memorial Gym
William Duff,Republican Party,State Representative,2,Danbury,387,War Memorial Gym
Raghib Allie-Brennan,Working Families Party,State Representative,2,Danbury,24,War Memorial Gym
William Duff,Independent Party,State Representative,2,Danbury,30,War Memorial Gym
Raghib Allie-Brennan,Democratic Party,State Representative,2,Danbury,136,Westside Middle School Academy
William Duff,Republican Party,State Representative,2,Danbury,93,Westside Middle School Academy
Raghib Allie-Brennan,Working Families Party,State Representative,2,Danbury,6,Westside Middle School Academy
William Duff,Independent Party,State Representative,2,Danbury,5,Westside Middle School Academy
Raghib Allie-Brennan,Democratic Party,State Representative,2,Newtown,158,Head O Meadow School Cafetorium
William Duff,Republican Party,State Representative,2,Newtown,169,Head O Meadow School Cafetorium
Raghib Allie-Brennan,Working Families Party,State Representative,2,Newtown,9,Head O Meadow School Cafetorium
William Duff,Independent Party,State Representative,2,Newtown,4,Head O Meadow School Cafetorium
Raghib Allie-Brennan,Democratic Party,State Representative,2,Newtown,100,Middle School Gym A
William Duff,Republican Party,State Representative,2,Newtown,87,Middle School Gym A
Raghib Allie-Brennan,Working Families Party,State Representative,2,Newtown,2,Middle School Gym A
William Duff,Independent Party,State Representative,2,Newtown,1,Middle School Gym A
Raghib Allie-Brennan,Democratic Party,State Representative,2,Redding,864,Redding Community Center 2
William Duff,Republican Party,State Representative,2,Redding,699,Redding Community Center 2
Raghib Allie-Brennan,Working Families Party,State Representative,2,Redding,33,Redding Community Center 2
William Duff,Independent Party,State Representative,2,Redding,37,Redding Community Center 2
Minnie Gonzalez,Democratic Party,State Representative,3,Hartford,921,Burns School - Gym
Minnie Gonzalez,Democratic Party,State Representative,3,Hartford,1094,Environmental Sciences Magnet-Mary Hooker School
Minnie Gonzalez,Democratic Party,State Representative,3,Hartford,663,Parkville Community School
Minnie Gonzalez,Democratic Party,State Representative,3,Hartford,297,United Way Of The Capital Area
Julio A Concepcion,Democratic Party,State Representative,4,Hartford,721,Bulkeley High School
Bryan C Nelson,Republican Party,State Representative,4,Hartford,76,Bulkeley High School
Kennard Ray,Working Families Party,State Representative,4,Hartford,99,Bulkeley High School
Mary L Sanders,Green Party,State Representative,4,Hartford,13,Bulkeley High School
Julio A Concepcion,Democratic Party,State Representative,4,Hartford,764,Dutch Point Community Room
Bryan C Nelson,Republican Party,State Representative,4,Hartford,72,Dutch Point Community Room
Kennard Ray,Working Families Party,State Representative,4,Hartford,117,Dutch Point Community Room
Mary L Sanders,Green Party,State Representative,4,Hartford,23,Dutch Point Community Room
Julio A Concepcion,Democratic Party,State Representative,4,Hartford,611,Hartford Public Library
Bryan C Nelson,Republican Party,State Representative,4,Hartford,123,Hartford Public Library
Kennard Ray,Working Families Party,State Representative,4,Hartford,43,Hartford Public Library
Mary L Sanders,Green Party,State Representative,4,Hartford,17,Hartford Public Library
Julio A Concepcion,Democratic Party,State Representative,4,Hartford,637,The Learning Corridor - Gym
Bryan C Nelson,Republican Party,State Representative,4,Hartford,64,The Learning Corridor - Gym
Kennard Ray,Working Families Party,State Representative,4,Hartford,62,The Learning Corridor - Gym
Mary L Sanders,Green Party,State Representative,4,Hartford,6,The Learning Corridor - Gym
Brandon McGee,Democratic Party,State Representative,5,Hartford,302,Mary Shepard Place Community Room
Charles Jackson,Republican Party,State Representative,5,Hartford,8,Mary Shepard Place Community Room
Brandon McGee,Democratic Party,State Representative,5,Hartford,1330,Parker Memorial Community Center
Charles Jackson,Republican Party,State Representative,5,Hartford,49,Parker Memorial Community Center
Brandon McGee,Democratic Party,State Representative,5,Windsor,1786,330 Windsor Avenue
Charles Jackson,Republican Party,State Representative,5,Windsor,238,330 Windsor Avenue
Brandon McGee,Democratic Party,State Representative,5,Windsor,1940,John F Kennedy School
Charles Jackson,Republican Party,State Representative,5,Windsor,687,John F Kennedy School
Brandon McGee,Democratic Party,State Representative,5,Windsor,1116,L. P. Wilson
Charles Jackson,Republican Party,State Representative,5,Windsor,162,L. P. Wilson
Edwin Vargas,Democratic Party,State Representative,6,Hartford,902,Batchelder School - Gym
Michael P Barlowski,Republican Party,State Representative,6,Hartford,158,Batchelder School - Gym
Edwin Vargas,Working Families Party,State Representative,6,Hartford,35,Batchelder School - Gym
Edwin Vargas,Democratic Party,State Representative,6,Hartford,1038,Kennelly School - Gym
Michael P Barlowski,Republican Party,State Representative,6,Hartford,141,Kennelly School - Gym
Edwin Vargas,Working Families Party,State Representative,6,Hartford,48,Kennelly School - Gym
Edwin Vargas,Democratic Party,State Representative,6,Hartford,826,Metzner Center
Michael P Barlowski,Republican Party,State Representative,6,Hartford,144,Metzner Center
Edwin Vargas,Working Families Party,State Representative,6,Hartford,30,Metzner Center
Edwin Vargas,Democratic Party,State Representative,6,Hartford,797,South End Senior Wellness Center
Michael P Barlowski,Republican Party,State Representative,6,Hartford,73,South End Senior Wellness Center
Edwin Vargas,Working Families Party,State Representative,6,Hartford,29,South End Senior Wellness Center
Joshua Malik Hall,Democratic Party,State Representative,7,Hartford,1193,Annie Fisher School - Gym
Joshua Malik Hall,Working Families Party,State Representative,7,Hartford,36,Annie Fisher School - Gym
Giselle Gigi Jacobs,Petitioning Candidate,State Representative,7,Hartford,33,Annie Fisher School - Gym
Joshua Malik Hall,Democratic Party,State Representative,7,Hartford,447,House Of Restoration Church - Gym
Joshua Malik Hall,Working Families Party,State Representative,7,Hartford,17,House Of Restoration Church - Gym
Giselle Gigi Jacobs,Petitioning Candidate,State Representative,7,Hartford,9,House Of Restoration Church - Gym
Joshua Malik Hall,Democratic Party,State Representative,7,Hartford,708,North End Senior Center
Joshua Malik Hall,Working Families Party,State Representative,7,Hartford,23,North End Senior Center
Giselle Gigi Jacobs,Petitioning Candidate,State Representative,7,Hartford,12,North End Senior Center
Joshua Malik Hall,Democratic Party,State Representative,7,Hartford,1341,Rawson School - Gym
Joshua Malik Hall,Working Families Party,State Representative,7,Hartford,36,Rawson School - Gym
Giselle Gigi Jacobs,Petitioning Candidate,State Representative,7,Hartford,22,Rawson School - Gym
Joshua Malik Hall,Democratic Party,State Representative,7,Hartford,409,Y W C A
Joshua Malik Hall,Working Families Party,State Representative,7,Hartford,31,Y W C A
Giselle Gigi Jacobs,Petitioning Candidate,State Representative,7,Hartford,16,Y W C A
Brenda Falusi,Democratic Party,State Representative,8,Columbia,1116,Yeomans Hall
Tim Ackert,Republican Party,State Representative,8,Columbia,1745,Yeomans Hall
Brenda Falusi,Democratic Party,State Representative,8,Coventry,1057,Coventry Grammer School
Tim Ackert,Republican Party,State Representative,8,Coventry,2020,Coventry Grammer School
Brenda Falusi,Democratic Party,State Representative,8,Coventry,1094,GH Robertson School
Tim Ackert,Republican Party,State Representative,8,Coventry,2004,GH Robertson School
Brenda Falusi,Democratic Party,State Representative,8,Tolland,277,The Gym At Tolland Recreation Center 3
Tim Ackert,Republican Party,State Representative,8,Tolland,386,The Gym At Tolland Recreation Center 3
Brenda Falusi,Democratic Party,State Representative,8,Vernon,1053,Vernon Center Middle School
Tim Ackert,Republican Party,State Representative,8,Vernon,1455,Vernon Center Middle School
Jason Rojas,Democratic Party,State Representative,9,East Hartford,1103,Mayberry School
Anthony Armetta,Libertarian Party,State Representative,9,East Hartford,93,Mayberry School
Jason Rojas,Democratic Party,State Representative,9,East Hartford,1850,Saint Christopher Church Hall
Anthony Armetta,Libertarian Party,State Representative,9,East Hartford,202,Saint Christopher Church Hall
